checked in,company name,drive time,driver status,entry count,event date,last updated,question_1,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_2,question_3,question_4,question_5,question_6,question_7,question_8,question_9,registered,signed waiver,survey complete,timestamp,vehicle
yes,Huntington,1:00 PM,Driver,2,2018-05-11 00:00:00.000,2018-04-26 14:16:00.000,,Unimportant,Important,Very Important,Very Important,50-60,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Important,yes,yes,no,,Mercedes 350e
yes,Huntington,2:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:13:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,20-Oct,,Very much,,SUV,NO,Very Important,Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,Mercedes 350e
yes,Huntington,3:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:49:00.000,NO,Very Important,Important,Very Important,Important,0-10,,Very much,,SUV,NO,Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,no,,Mercedes 350e
yes,Huntington,11:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 19:08:00.000,NO,Important,Somewhat Important,Very Important,Very Important,20-30,N/A,Very much,YES,SUV,NO,Very Important,Important,Very Important,Very Important,Important,Important,yes,yes,no,,Mercedes 350e
yes,Huntington,1:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 16:09:00.000,YES,Important,Important,Very Important,Very Important,20-Oct,,A little,,SUV,NO,Important,Important,Important,Very Important,Very Important,Important,yes,yes,no,,BMW X5
yes,Huntington,9:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 16:21:00.000,NO,Very Important,Somewhat Important,Important,Very Important,20-30,,Very much,,SUV,NO,Very Important,Important,Unimportant,Very Important,Somewhat Important,Very Important,yes,yes,yes,,BMW X5
yes,Huntington,2:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 17:29:00.000,NO,Very Important,Very Important,Very Important,Very Important,40-50,,Very much,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,BMW X5
yes,Huntington,10:30 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 20:23:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,20-Oct,,A little,,Sedan,NO,Very Important,Very Important,Important,Very Important,Very Important,Very Important,yes,yes,yes,,BMW X5
yes,Huntington,1:30 PM,Driver,,2018-05-11 00:00:00.000,2018-05-01 12:25:00.000,NO,Very Important,Very Important,Very Important,Very Important,0-10,N/A,Very much,YES,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,no,,BMW X5
yes,Huntington,3:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 11:55:00.000,YES,Important,Important,Very Important,Very Important,0-10,N/A,A little,YES,Sedan,NO,Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,MINI Countryman
yes,Huntington,3:30 PM,Driver,2,2018-05-11 00:00:00.000,2018-05-11 11:56:00.000,,Important,Important,Very Important,Very Important,0-10,N/A,A little,YES,Sedan,NO,Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,MINI Countryman
yes,Huntington,2:30 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 18:21:00.000,NO,Somewhat Important,Important,Important,Important,20-Oct,,Very much,,Sedan,NO,Important,Very Important,Important,Very Important,Important,Important,yes,yes,no,,MINI Countryman
no,Huntington,12:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 22:54:00.000,YES,Somewhat Important,Somewhat Important,Important,Important,20-30,N/A,A little,N/A,Sedan,NO,Very Important,Important,Very Important,Somewhat Important,Somewhat Important,Important,yes,no,yes,,MINI Countryman
no,Huntington,1:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 16:11:00.000,NO,Somewhat Important,Somewhat Important,Important,Important,30-40,,A little,,Sedan,NO,Important,Important,Important,Somewhat Important,Somewhat Important,Important,yes,no,yes,,MINI Countryman
yes,Huntington,11:00 AM,Driver,,2018-05-11 00:00:00.000,2018-05-08 15:08:00.000,YES,Somewhat Important,Very Important,Very Important,Very Important,30-40,N/A,Very much,YES,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,no,,BMW X5
yes,Huntington,9:30 AM,Driver,,2018-05-11 00:00:00.000,2018-05-09 12:27:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,20-30,N/A,Very much,YES,"Van, Truck",NO,Important,Very Important,Important,Very Important,Important,Important,yes,yes,yes,,BMW X5
yes,Huntington,4:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-08 16:20:00.000,NO,Important,Important,Very Important,Important,20-30,,Very much,,Truck,NO,Somewhat Important,Very Important,Important,Very Important,Somewhat Important,Important,yes,yes,no,,BMW X5
yes,Huntington,2:30 PM,Driver,,2018-05-11 00:00:00.000,2018-05-08 20:01:00.000,YES,Important,Important,Very Important,Important,20-Oct,,Very much,,Van,NO,Important,Very Important,Very Important,Very Important,Very Important,Important,yes,yes,yes,,BMW X5
yes,Huntington,2:30 PM,Driver,,2018-05-11 00:00:00.000,2018-05-08 22:46:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,40-50,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,no,,BMW X5
yes,Huntington,11:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:13:00.000,NO,Very Important,Important,Very Important,Important,50-60,N/A,A little,N/A,SUV,NO,Important,Very Important,Important,Very Important,Important,Somewhat Important,yes,yes,yes,,Nissan LEAF
yes,Huntington,1:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:19:00.000,NO,Very Important,Very Important,Very Important,Important,20-Oct,,Very much,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,yes,yes,yes,,Nissan LEAF
yes,Huntington,1:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:42:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,40-50,N/A,A little,N/A,"SUV, I do not own a car",NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,Nissan LEAF
yes,Huntington,10:00 AM,Driver,,2018-05-11 00:00:00.000,2018-05-08 17:47:00.000,NO,Unimportant,Important,Important,Important,20-30,N/A,Very much,YES,Sedan,NO,Important,Important,Important,Important,Somewhat Important,Somewhat Important,yes,yes,yes,,Nissan LEAF
yes,Huntington,2:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 16:28:00.000,NO,Important,Very Important,Very Important,Important,20-30,,Very much,,Sedan,NO,Important,Very Important,Very Important,Very Important,Important,Important,yes,yes,yes,,Nissan LEAF
no,Huntington,2:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-25 17:04:00.000,YES,Very Important,Somewhat Important,Very Important,Very Important,40-50,,A little,,"Sedan, SUV, Sports Car",NO,Very Important,Important,Important,Very Important,Important,Very Important,yes,no,no,,Mercedes 350e
no,Huntington,11:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-30 15:49:00.000,YES,Important,Very Important,Very Important,Very Important,20-Oct,N/A,Very much,YES,I do not own a car,NO,Very Important,Somewhat Important,Important,Very Important,Important,Very Important,yes,no,no,,Mercedes 350e
no,Huntington,4:00 PM,Driver,2,2018-05-11 00:00:00.000,2018-05-09 19:36:00.000,,Important,Important,Very Important,Important,20-30,,Very much,,Sports Car,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,yes,no,no,,Mercedes 350e
no,Huntington,3:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-10 20:15:00.000,NO,Important,Very Important,Very Important,Somewhat Important,20-30,,A little,,SUV,NO,Somewhat Important,Important,Important,Very Important,Important,Important,yes,no,no,,Mercedes 350e
no,Huntington,3:30 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 10:14:00.000,NO,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,20-30,,A little,,Sedan,NO,Important,Very Important,Important,Very Important,Important,Somewhat Important,yes,no,no,,Mercedes 350e
yes,Huntington,1:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-25 16:24:00.000,NO,Somewhat Important,Important,Very Important,Very Important,40-50,,Very much,,Sedan,NO,Important,Very Important,Very Important,Very Important,Somewhat Important,Important,yes,yes,no,,Tesla Model S
yes,Huntington,11:30 AM,Driver,,2018-05-11 00:00:00.000,2018-04-25 16:25:00.000,NO,Important,Important,Very Important,Very Important,40-50,N/A,A little,N/A,"SUV, Van, Truck",NO,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Important,yes,yes,no,,Tesla Model S
yes,Huntington,10:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-25 16:30:00.000,NO,Unimportant,Somewhat Important,Very Important,Very Important,40-50,,Very much,,SUV,NO,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,yes,yes,no,,Tesla Model S
yes,Huntington,12:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-25 16:38:00.000,YES,Somewhat Important,Very Important,Very Important,Very Important,0-10,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Important,Very Important,yes,yes,no,,Tesla Model S
yes,Huntington,12:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-25 17:12:00.000,NO,Important,Important,Important,Important,20-30,,Very much,,Sedan,NO,Somewhat Important,Somewhat Important,Somewhat Important,Important,Somewhat Important,Important,yes,yes,yes,,Tesla Model S
yes,Huntington,1:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 11:53:00.000,YES,Somewhat Important,Somewhat Important,Very Important,Very Important,0-10,N/A,Not at all,N/A,Sedan,NO,Very Important,Very Important,Unimportant,Important,Somewhat Important,Somewhat Important,yes,yes,no,,Tesla Model S
yes,Huntington,2:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 12:16:00.000,YES,Important,Important,Very Important,Very Important,20-30,N/A,Very much,YES,Sedan,NO,Somewhat Important,Very Important,Important,Very Important,Important,Important,yes,yes,no,,Tesla Model S
yes,Huntington,12:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 14:14:00.000,YES,Unimportant,Important,Very Important,Very Important,50-60,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Important,yes,yes,no,,Tesla Model S
yes,Huntington,3:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:36:00.000,YES,Unimportant,Important,Very Important,Very Important,30-40,,Very much,,"Sedan, SUV, Sports Car",NO,Somewhat Important,Important,Important,Important,Somewhat Important,Important,yes,yes,no,,Tesla Model S
yes,Huntington,12:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:50:00.000,NO,Important,Very Important,Very Important,Very Important,40-50,N/A,Very much,YES,Sedan,NO,Important,Very Important,Important,Very Important,Somewhat Important,Very Important,yes,yes,no,,Tesla Model S
no,Huntington,11:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-25 17:26:00.000,NO,Very Important,Very Important,Very Important,Very Important,20-Oct,,Very much,,SUV,NO,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Important,yes,no,no,,Mercedes GLE
no,Huntington,12:00 PM,Driver,2,2018-05-11 00:00:00.000,2018-04-26 10:50:00.000,,Very Important,Very Important,Very Important,Very Important,30-40,N/A,Very much,YES,"Sedan, SUV, Truck",NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,Mercedes GLE
no,Huntington,1:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:10:00.000,YES,Important,Somewhat Important,Very Important,Important,20-30,,Very much,,"Sedan, SUV",NO,Very Important,Very Important,Important,Very Important,Important,Important,yes,no,no,,Mercedes GLE
no,Huntington,11:30 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 16:29:00.000,NO,Very Important,Somewhat Important,Very Important,Very Important,40-50,N/A,Very much,N/A,Sports Car,NO,Very Important,Very Important,Important,Very Important,Important,Very Important,yes,no,no,,Mercedes GLE
no,Huntington,9:00 AM,Driver,,2018-05-11 00:00:00.000,2018-05-08 15:43:00.000,NO,Important,Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Important,yes,no,no,,Mercedes GLE
no,Huntington,3:00 PM,Driver,2,2018-05-11 00:00:00.000,2018-04-25 17:04:00.000,,Very Important,Somewhat Important,Very Important,Very Important,40-50,,A little,,"Sedan, SUV, Sports Car",NO,Very Important,Important,Important,Very Important,Important,Very Important,yes,no,no,,Tesla Model S
no,Huntington,3:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:17:00.000,YES,Very Important,Very Important,Very Important,Very Important,20-Oct,,A little,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,Tesla Model S
no,Huntington,12:30 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:21:00.000,YES,Somewhat Important,Somewhat Important,Very Important,Very Important,30-40,N/A,Very much,YES,"Sedan, SUV",NO,Important,Important,Important,Important,Important,Important,yes,no,no,,Tesla Model S
no,Huntington,1:30 PM,Driver,,2018-05-11 00:00:00.000,2018-05-01 20:29:00.000,YES,Very Important,Very Important,Very Important,Very Important,0-10,,Very much,,Van,NO,Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,Tesla Model S
no,Huntington,11:30 AM,Driver,,2018-05-11 00:00:00.000,2018-05-11 14:03:00.000,NO,Important,Important,Important,Very Important,20-30,,Very much,,Van,NO,Important,Very Important,Very Important,Very Important,Very Important,Important,yes,no,yes,,Tesla Model S
yes,Huntington,1:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 12:43:00.000,YES,Somewhat Important,Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Important,yes,yes,no,,Mercedes GLE
yes,Huntington,11:30 AM,Driver,,2018-05-11 00:00:00.000,2018-05-11 15:15:00.000,NO,Somewhat Important,Important,Very Important,Important,20-30,,Very much,,Sedan,NO,Very Important,Important,Very Important,Very Important,Important,Very Important,yes,yes,yes,,Mercedes GLE
yes,Huntington,9:30 AM,Driver,,2018-05-11 00:00:00.000,2018-05-11 13:21:00.000,NO,Very Important,Very Important,Very Important,Very Important,20-Oct,N/A,Very much,YES,Van,NO,Somewhat Important,Very Important,Important,Very Important,Very Important,Very Important,yes,yes,no,,Mercedes GLE
yes,Huntington,2:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 17:32:00.000,NO,Important,Important,Important,Very Important,20-Oct,,Very much,,SUV,NO,Important,Important,Important,Very Important,Important,Somewhat Important,yes,yes,no,,Mercedes GLE
yes,Huntington,3:00 PM,Driver,,2018-05-11 00:00:00.000,2018-05-11 18:39:00.000,NO,Important,Important,Important,Important,50-60,,Very much,,"Sedan, SUV, Truck",NO,Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,yes,yes,yes,,Mercedes GLE
yes,Huntington,9:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-25 17:13:00.000,NO,Somewhat Important,Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Important,yes,yes,yes,,Tesla Model X
yes,Huntington,10:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-25 18:01:00.000,YES,Somewhat Important,Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Important,Very Important,Very Important,Very Important,Important,Important,yes,yes,yes,,Tesla Model X
yes,Huntington,4:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 11:32:00.000,NO,Important,Important,Very Important,Very Important,20-30,N/A,Very much,YES,Sedan,NO,Somewhat Important,Very Important,Very Important,Very Important,Important,Important,yes,yes,no,,Tesla Model X
yes,Huntington,10:30 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:06:00.000,YES,Unimportant,Important,Very Important,Very Important,20-Oct,,A little,,Sedan,NO,Important,Very Important,Very Important,Very Important,Very Important,Important,yes,yes,yes,,Tesla Model X
yes,Huntington,10:30 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:06:00.000,NO,Important,Important,Very Important,Very Important,20-30,,A little,,SUV,NO,Important,Important,Important,Very Important,Important,Important,yes,yes,yes,,Tesla Model X
no,Huntington,3:00 PM,Driver,,2018-05-11 00:00:00.000,2018-04-26 15:21:00.000,NO,Important,Important,Very Important,Very Important,30-40,N/A,A little,N/A,SUV,NO,Important,Very Important,Very Important,Very Important,Important,Somewhat Important,yes,no,no,,Nissan LEAF
no,Huntington,9:30 AM,Driver,2,2018-05-11 00:00:00.000,2018-04-26 15:57:00.000,,Important,Unimportant,Important,Important,30-40,,Very much,,SUV,NO,Somewhat Important,Very Important,Important,Very Important,Important,Somewhat Important,yes,no,yes,,Nissan LEAF
no,Huntington,11:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-26 16:51:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,0-10,,Very much,,Sedan,NO,Important,Very Important,Very Important,Important,Unimportant,Important,yes,no,no,,Nissan LEAF
yes,Huntington,9:00 AM,Driver,,2018-05-11 00:00:00.000,2018-04-25 16:21:00.000,YES,Important,Somewhat Important,Very Important,Very Important,30-40,,Very much,,Sports Car,NO,Very Important,Very Important,Somewhat Important,Very Important,Unimportant,Very Important,yes,yes,yes,,Tesla Model S
